Player,#,Nation,Pos,Age,Min,Performance_Gls,Performance_Ast,Performance_PK,Performance_PKatt,Performance_Sh,Performance_SoT,Performance_CrdY,Performance_CrdR,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_TklW,Performance_Int,Performance_OG,Performance_PKwon,Performance_PKcon,match_date,home_team,away_team,score,match_url,stat_type,squad_side,Birthdate
Juanlu Sanchez,26,ESP,Attacking Midfielder,21-001,82,1,0,0,0,2,1,1,0,1,0,0,3,1,2,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-Feb,"Las Palmas, Spain",summary,away,8/15/2003
Kike Salas,4,ESP,Defender,22-115,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-Feb,"Las Palmas, Spain",summary,away,4/23/2002
Lucas Ocampos,5,ARG,Attacking Midfielder,30-036,90,0,0,0,0,4,2,0,0,2,1,0,1,1,0,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-Feb,"Las Palmas, Spain",summary,away,7/11/1994
Djibril Sow,20,SUI,Defensive Midfielder,27-192,90,0,0,0,0,3,2,0,0,2,0,0,0,2,2,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-Feb,"Las Palmas, Spain",summary,away,2/5/1997
Lucien Agoume,18,FRA,Defensive Midfielder,22-189,90,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-Feb,"Las Palmas, Spain",summary,away,2/8/2002
Adria Pedrosa,3,ESP,Left Back,26-095,90,0,0,0,0,1,0,1,0,2,2,0,2,0,0,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-Feb,"Las Palmas, Spain",summary,away,5/13/1998
Nemanja Gudelj,6,SRB,Centre-Back,32-274,90,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-Feb,"Las Palmas, Spain",summary,away,11/16/1991
Tanguy Nianzou,24,FRA,Centre-Back,22-070,90,0,0,0,0,2,0,0,0,2,1,0,0,1,1,1,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-Feb,"Las Palmas, Spain",summary,away,6/7/2002
Carmona,32,ESP,Right Back,22-200,90,0,0,0,0,1,0,0,0,0,4,0,0,3,2,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-Feb,"Las Palmas, Spain",summary,away,1/28/2002
Orjan Nyland,13,NOR,Goalkeeper,33-341,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-Feb,"Las Palmas, Spain",summary,away,9/10/1990
14 Players,,,,,990,1,1,0,0,18,5,2,0,15,13,2,15,11,10,1,,,"Friday August 16, 2024",Las Palmas,Sevilla,2-Feb,"Bilbao, Spain",summary,away,
Aimar Oroz,10,ESP,Forward,22-264,89,0,0,0,0,4,1,0,0,1,1,0,1,1,2,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,home,11/27/2001
Raul,9,ESP,Forward,23-288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,home,11/2/2000
Ante Budimir,17,CRO,Forward,33-026,90,0,0,0,0,3,1,0,0,2,1,1,0,2,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,home,7/22/1991
Ruben Garcia,14,ESP,Forward,31-034,77,0,0,0,0,3,1,0,0,2,3,0,7,0,1,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,home,7/14/1993
Ruben Pena,15,ESP,Defender / Midfielder,33-030,13,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,home,7/18/1991
Moi Gomez,16,ESP,Central Midfielder,30-055,59,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,home,6/23/1994
Bryan Zaragoza,19,ESP,Forward / Midfielder,22-343,31,0,0,0,0,2,1,0,0,0,2,0,5,1,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,home,9/9/2001
Lucas Torro,6,ESP,Central Midfielder,30-029,90,0,0,0,0,0,0,0,0,4,2,0,1,3,2,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,home,7/19/1994
Iker Munoz,18,ESP,Central Midfielder,21-286,45,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,home,11/5/2002
Jon Moncayola,7,ESP,Midfielder,26-096,45,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,home,5/13/1998
Abel Bretones,23,ESP,Left Back,23-362,59,0,0,0,0,0,0,0,0,1,1,0,5,2,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,home,8/20/2000
Juan Cruz Armada,3,ESP,Defender,32-020,31,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,home,7/27/1992
Jorge Herrando,5,ESP,Centre-Back,23-171,90,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,home,2/27/2001
Catena,24,ESP,Centre-Back,29-294,90,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,home,10/28/1994
Jesus Areso,12,ESP,Right Back,25-046,90,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,home,7/2/1999
Sergio Herrera,1,ESP,Goalkeeper,31-073,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,home,6/5/1993
16 Players,,,,,990,0,0,0,0,16,6,3,0,14,12,1,37,10,5,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,home,
Miguel,9,ESP,Forward,24-349,87,0,0,0,0,2,1,0,0,0,5,2,0,0,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,away,9/3/1999
Diego,19,ESP,Forward,24-121,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,away,4/17/2000
Enric Franquesa,15,ESP,Attacking Midfielder,27-173,90,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,away,2/25/1997
Seydouba Cisse,8,GUI,Attacking Midfielder,23-189,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,away,2/9/2001
Julian Chicco,24,ARG,Midfielder,26-217,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,away,1/12/1998
Juan Cruz,11,ESP,Attacking Midfielder,24-114,62,1,0,0,0,1,1,0,0,0,1,0,6,0,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,away,4/24/2000
Dani Raba,10,ESP,Forward / Midfielder,28-293,28,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,away,10/29/1995
Yvan Neyou,17,CMR,Defensive Midfielder,27-227,90,0,0,0,0,1,0,0,0,1,1,0,1,2,2,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,away,1/3/1997
Darko Brasanac,14,SRB,Defensive Midfielder,32-187,87,0,0,0,0,1,1,0,0,2,0,0,2,1,1,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,away,2/11/1992
Renato Tapia,5,PER,Defender / Midfielder,29-020,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,away,7/28/1995
Javi Hernandez,20,ESP,Left Back,26-107,90,0,1,0,0,2,1,0,0,4,1,0,1,0,1,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,away,5/2/1998
Sergi,6,ESP,Centre-Back,32-119,90,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,away,4/19/1992
Aritz Arambarri,22,ESP,Centre-Back,26-199,87,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,away,1/30/1998
Roberto Lopez,21,ESP,Forward / Midfielder,24-115,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,away,4/23/2000
Valentin Rosier,12,FRA,Right Back,27-364,90,0,0,0,0,0,0,1,0,4,1,0,1,3,2,0,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Bilbao, Spain",summary,away,8/18/1996
Juan Soriano,1,ESP,Goalkeeper,26-360,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Vigo, Spain",summary,away,8/23/1997
16 Players,,,,,990,1,1,0,0,10,4,2,0,12,13,2,14,11,10,1,,,"Saturday August 17, 2024",Osasuna,Leganés,1-Jan,"Vigo, Spain",summary,away,
Hugo Duro,9,ESP,Forward,24-281,90,1,0,0,0,4,2,0,0,1,4,0,1,0,1,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,home,11/10/1999
Domingos Andre Ribeiro Almeida,10,POR,Forward,24-079,65,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,home,5/29/2000
Dani Gomez,17,ESP,Forward,26-018,25,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,home,7/30/1998
Diego Lopez,16,ESP,Left Midfielder,22-096,65,0,1,0,0,0,0,0,0,1,0,0,3,0,1,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,home,5/13/2002
Dimitri Foulquier,20,FRA,Defender / Midfielder,31-147,25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,home,3/23/1993
Javier Guerra,8,ESP,Central Midfielder,21-096,85,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,home,5/13/2003
Hugo Guillamon,6,ESP,Defender / Midfielder,24-199,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,home,1/30/2000
Jose Luis Garcia Vaya,18,ESP,Central Midfielder,26-006,90,0,0,0,0,1,0,1,0,2,1,0,6,1,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,home,8/11/1998
Rafa Mir,11,ESP,Right Midfielder,27-060,76,0,0,0,0,1,0,0,0,1,0,2,1,1,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,home,6/18/1997
David Otorbi,27,ESP,Forward,16-306,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,home,10/15/2007
Jesus Vazquez,21,ESP,Left Back,21-228,76,0,0,0,0,0,0,1,0,2,1,1,1,2,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,home,1/1/2003
Martin Tejon,32,ESP,Midfielder,20-127,14,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,home,4/11/2004
Yarek Gasiorowski,24,ESP,Centre-Back,19-218,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,home,1/11/2005
Cristhian Mosquera,3,ESP,Centre-Back,20-051,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,home,6/26/2004
Thierry Correia,12,POR,Right Back,25-161,90,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,home,3/9/1999
Giorgi Mamardashvili,25,GEO,Goalkeeper,23-323,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,home,9/28/2000
16 Players,,,,,990,1,1,0,0,6,2,2,0,11,12,7,14,13,6,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,home,
Robert Lewandowski,9,POL,Forward,35-362,90,2,0,1,1,4,2,0,0,1,2,0,0,0,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,away,8/20/1988
Ferran Torres,7,ESP,Attacking Midfielder,24-170,63,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,away,2/28/2000
Pedri,8,ESP,Midfielder,21-266,27,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,away,11/25/2002
Raphinha,11,BRA,Attacking Midfielder,27-247,90,0,0,0,0,2,1,0,0,0,2,0,6,1,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,away,12/13/1996
Lamine Yamal,19,ESP,Attacking Midfielder,17-035,85,0,1,0,0,4,1,0,0,0,3,0,0,1,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,away,7/13/2007
Pau Victor,18,ESP,Forward,22-265,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,away,11/26/2001
Marc Casado,17,ESP,Defensive Midfielder,20-338,90,0,0,0,0,3,0,0,0,1,1,0,0,1,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,away,9/14/2003
Marc Bernal,28,ESP,Defensive Midfielder,17-083,70,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,away,5/26/2007
Eric Garcia,24,ESP,Defender / Midfielder,23-221,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,away,1/9/2001
Alejandro Balde,3,ESP,Left Back,20-304,63,0,0,0,0,1,1,0,0,1,0,0,4,0,1,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,away,10/18/2003
Gerard Martin,35,ESP,Defender,22-173,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,away,2/25/2002
Inigo Martinez,5,ESP,Centre-Back,33-092,90,0,0,0,0,1,0,0,0,4,1,0,0,0,1,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,away,5/17/1991
Pau Cubarsi,2,ESP,Centre-Back,17-208,63,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,away,1/21/2007
Andreas Christensen,15,DEN,Defender / Midfielder,28-129,27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,away,4/9/1996
Jules Kounde,23,FRA,Right Back,25-279,90,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Vigo, Spain",summary,away,11/12/1998
Marc-Andre ter Stegen,1,GER,Goalkeeper,32-109,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Villarreal, Spain",summary,away,4/29/1992
16 Players,,,,,990,2,1,1,1,18,6,3,0,13,10,1,16,8,4,0,,,"Saturday August 17, 2024",Valencia,Barcelona,2-Jan,"Villarreal, Spain",summary,away,
Sheraldo Becker,11,SUR,Forward,29-191,90,0,0,0,0,2,1,0,0,0,2,0,12,1,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,home,2/8/1995
Mikel Oyarzabal,10,ESP,Forward,27-119,82,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,home,4/21/1997
Luka Sucic,24,CRO,Forward / Midfielder,21-345,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,home,9/8/2002
Takefusa Kubo,14,JPN,Forward,23-075,67,0,0,0,0,0,0,0,0,2,3,0,2,1,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,home,6/4/2001
Sergio Gomez,17,ESP,Defender / Midfielder,23-349,23,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,home,9/3/2000
Benat Turrientes,22,ESP,Central Midfielder,22-200,67,0,0,0,0,1,1,0,0,1,1,0,5,1,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,home,1/30/2002
Ander Barrenetxea,7,ESP,Forward / Midfielder,22-235,23,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,home,12/27/2001
Urko Gonzalez,15,ESP,Central Midfielder,23-151,45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,home,3/20/2001
Martin Zubimendi,4,ESP,Midfielder,25-198,45,1,0,0,0,2,1,0,0,0,2,0,0,1,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,home,2/1/1999
Brais Mendez,23,ESP,Central Midfielder,27-224,90,0,0,0,0,2,1,0,0,4,6,0,2,1,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,home,1/6/1997
Javi Lopez,12,ESP,Left Back,22-146,90,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,home,3/25/2002
Jon Pacheco,20,ESP,Centre-Back,23-223,90,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,home,1/7/2001
Aritz Elustondo,6,ESP,Centre-Back,30-143,90,0,0,0,0,1,0,0,0,2,4,0,0,0,1,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,home,3/28/1994
Hamari Traore,18,MLI,Right Back,32-204,74,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,home,1/27/1992
Jon Aramburu,27,VEN,Defender,22-026,16,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,home,7/23/2002
Alex Remiro,1,ESP,Goalkeeper,29-147,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,home,3/24/1995
16 Players,,,,,990,1,0,0,0,11,4,2,0,14,21,0,29,8,3,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,home,
Isaac Palazon Camacho,7,ESP,Forward,29-235,90,0,0,0,0,2,0,0,0,1,2,0,2,0,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,away,12/26/1994
Randy Nteka,11,ANG,Forward,26-256,62,0,0,0,0,0,0,1,0,3,0,3,1,1,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,away,12/6/1997
Sergio Camello,14,ESP,Forward,23-190,28,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,away,2/9/2001
Adri Embarba,21,ESP,Left Midfielder,32-103,74,0,0,0,0,1,0,1,0,1,1,0,5,0,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,away,5/6/1992
Pep Chavarria,3,ESP,Defender / Midfielder,26-130,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,away,4/10/1998
Oscar Valentin,23,ESP,Central Midfielder,29-364,90,0,0,0,0,0,0,0,0,6,3,0,0,3,1,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,away,8/20/1994
Unai Lopez,17,ESP,Central Midfielder,28-293,45,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,away,10/30/1995
Gerard Gumbau,15,ESP,Midfielder,29-244,45,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,away,12/18/1994
Jorge de Frutos,19,ESP,Right Midfielder,27-180,74,1,0,0,0,1,1,0,0,3,0,0,1,1,1,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,away,2/19/1997
Pathe Ciss,6,SEN,Midfielder,30-155,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,away,3/16/1994
Alfonso Espino,22,URU,Left Back,32-226,90,0,0,0,0,2,0,0,0,2,3,0,1,2,2,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,away,1/5/1992
Abdul Mumin,16,GHA,Centre-Back,26-073,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,away,6/6/1998
Florian Lejeune,24,FRA,Centre-Back,33-090,90,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,away,5/20/1991
Andrei Ratiu,2,ROU,Right Back,26-059,79,0,0,0,0,2,1,0,0,1,0,0,1,0,1,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Villarreal, Spain",summary,away,6/20/1998
Ivan Balliu,20,ALB,Defender,32-230,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Getafe, Spain",summary,away,12/31/1991
Dani Cardenas,1,ESP,Goalkeeper,27-143,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Getafe, Spain",summary,away,3/28/1997
16 Players,,,,,990,2,2,0,0,12,5,4,0,21,14,3,12,9,8,0,,,"Sunday August 18, 2024",Real Sociedad,Rayo Vallecano,2-Jan,"Getafe, Spain",summary,away,
Dani Rodriguez,14,ESP,Forward,36-073,66,0,1,0,0,2,0,0,0,0,1,0,5,0,0,0,,,"Sunday August 18, 2024",Mallorca,Real Madrid,1-Jan,"Getafe, Spain",summary,home,6/5/1988
Antonio Sanchez,18,ESP,Midfielder,27-230,24,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,,,"Sunday August 18, 2024",Mallorca,Real Madrid,1-Jan,"Getafe, Spain",summary,home,12/31/1996
Vedat Muriqi,7,KVX,Forward,30-116,90,1,0,0,0,3,3,0,0,0,1,0,1,0,0,0,,,"Sunday August 18, 2024",Mallorca,Real Madrid,1-Jan,"Getafe, Spain",summary,home,4/24/1994
Takuma Asano,11,JPN,Forward,29-282,71,0,0,0,0,1,1,0,0,0,1,0,2,2,1,0,,,"Sunday August 18, 2024",Mallorca,Real Madrid,1-Jan,"Getafe, Spain",summary,home,11/10/1994
Cyle Larin,17,CAN,Forward / Midfielder,29-123,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,"Sunday August 18, 2024",Mallorca,Real Madrid,1-Jan,"Getafe, Spain",summary,home,4/17/1995
Samu Costa,12,POR,Central Midfielder,23-265,90,0,0,0,0,2,1,0,0,7,0,0,2,4,0,0,,,"Sunday August 18, 2024",Mallorca,Real Madrid,1-Jan,"Getafe, Spain",summary,home,11/26/2000
Omar Mascarell,5,EQG,Central Midfielder,31-198,89,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,,,"Sunday August 18, 2024",Mallorca,Real Madrid,1-Jan,"Getafe, Spain",summary,home,2/1/1993
Copete,6,ESP,Defender,24-313,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,"Sunday August 18, 2024",Mallorca,Real Madrid,1-Jan,"Getafe, Spain",summary,home,10/10/1999
